#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AF104F
#Date Time: 2020-09-14 13:32:03.453
#Sample rate: 1654.94Hz
#Samples: 8000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -1.5 V Attenuation: 1 X
#Channel 2: Range: 500 mV/div Offset: -1.5 V Attenuation: 1 X
#Wavegen Channel 1: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 2 V
#Negative Supply: ON
#Voltage: -1 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.9704254999999999,1.997931015301136,0.002595949702807188
-0.9698212500000001,1.997931015301136,0.002257194686559494
-0.969217,1.997931015301136,0.002934704719054881
-0.9686127500000001,1.997931015301136,0.003273459735302575
-0.9680085,1.997931015301136,0.003273459735302575
-0.96740425,1.997931015301136,0.004628479800293128
-0.9668000000000001,1.997931015301136,0.002934704719054881
-0.96619575,1.997931015301136,0.002595949702807188
-0.9655914999999999,1.997931015301136,0.0009021746215689408
-0.9649872500000001,1.997931015301136,-0.000791600459669306
-0.964383,1.997931015301136,-0.001130355475917
-0.9637787500000001,1.997931015301136,-0.002146620524660081
-0.9631745,1.997931015301136,-0.005534170687136575
-0.96257025,1.997931015301136,-0.005195415670888881
-0.9619660000000001,1.997931015301136,-0.007566700784622515
-0.96136175,1.997931015301136,-0.006889190752127128
-0.9607575000000002,1.997931015301136,-0.007566700784622515
-0.9601532500000001,1.997931015301136,-0.007905455800870209
-0.959549,1.997931015301136,-0.008582965833365375
-0.9589447500000001,1.997931015301136,-0.008921720849613068
-0.9583405,1.997931015301136,-0.007566700784622515
-0.95773625,1.997931015301136,-0.006889190752127128
-0.9571320000000001,1.997931015301136,-0.005195415670888881
-0.95652775,1.997931015301136,-0.003501640589650634
-0.9559235000000001,1.997931015301136,-0.00316288557340294
-0.9553192500000001,1.997931015301136,-0.002146620524660081
-0.954715,1.997931015301136,0.0009021746215689408
-0.9541107500000001,1.997931015301136,0.001240929637816635
-0.9535065,1.997931015301136,0.002595949702807188
-0.95290225,1.997931015301136,0.0019184396703118
-0.9522980000000001,1.997931015301136,0.003612214751550269
-0.95169375,1.997931015301136,0.002934704719054881
-0.9510895000000001,1.997931015301136,0.003612214751550269
-0.9504852500000001,1.997931015301136,0.004289724784045434
-0.949881,1.997931015301136,0.002934704719054881
-0.9492767500000001,1.997931015301136,0.001579684654064328
-0.9486725,1.997931015301136,0.0002246645890735532
-0.9480682499999999,1.997931015301136,-0.001130355475917
-0.9474640000000001,1.997931015301136,-0.001469110492164694
-0.94685975,1.997931015301136,-0.003840395605898328
